transaction_id,obligor_id,facility_id,transaction_type,amount,currency,transaction_date,value_date,status,reference_number,description,created_by,approved_by
TXN-000713,OBL-00388,FAC-0009,Participation,11977051.54,USD,2023-09-30,2023-10-01,Completed,REF-30011366,Drawdown processed under FAC-0009,R. Williams,C. Davis
TXN-000714,OBL-00215,FAC-0068,Fee Payment,253571.68,USD,2023-03-09,2023-03-11,Completed,REF-24558091,Amendment processed under FAC-0068,K. Brown,L. Johnson
TXN-000715,OBL-00357,FAC-0008,Rollover,446232028.91,USD,2021-07-10,2021-07-11,Failed,REF-85701752,Waiver processed under FAC-0008,A. Rodriguez,K. Brown
TXN-000716,OBL-00242,FAC-0092,Waiver,209979018.52,USD,2023-07-03,2023-07-04,Completed,REF-55117017,Waiver processed under FAC-0092,D. Lee,M. Chen
TXN-000717,OBL-00273,FAC-0014,Participation,6418675.07,USD,2021-11-13,2021-11-16,Completed,REF-20236554,Repayment processed under FAC-0014,P. Wilson,S. Patel
TXN-000718,OBL-00119,FAC-0013,Syndication,96183256.12,USD,2022-04-21,2022-04-21,Failed,REF-19744739,Repayment processed under FAC-0013,C. Davis,D. Lee
TXN-000719,OBL-00368,FAC-0031,Fee Payment,370289447.56,USD,2020-10-04,2020-10-05,Completed,REF-22999817,Drawdown processed under FAC-0031,L. Johnson,J. Thompson
TXN-000720,OBL-00471,FAC-0038,Amendment,30236890.71,USD,2023-04-18,2023-04-21,Cancelled,REF-89004075,Assignment processed under FAC-0038,M. Chen,A. Rodriguez
TXN-000721,OBL-00175,FAC-0060,Amendment,31449923.75,USD,2021-04-29,2021-04-29,Failed,REF-82060301,Fee Payment processed under FAC-0060,J. Thompson,D. Lee
TXN-000722,OBL-00353,FAC-0032,Drawdown,262368155.9,USD,2021-07-21,2021-07-22,Pending,REF-39039152,Syndication processed under FAC-0032,R. Williams,A. Rodriguez
TXN-000723,OBL-00046,FAC-0040,Amendment,205257179.62,USD,2022-10-28,2022-10-29,Completed,REF-67325158,Waiver processed under FAC-0040,R. Williams,D. Lee
TXN-000724,OBL-00285,FAC-0076,Repayment,9338928.64,USD,2023-11-26,2023-11-27,Cancelled,REF-86732842,Drawdown processed under FAC-0076,L. Johnson,M. Chen
TXN-000725,OBL-00089,FAC-0023,Interest Payment,65273114.41,USD,2020-11-17,2020-11-18,Completed,REF-38061024,Fee Payment processed under FAC-0023,S. Patel,L. Johnson
TXN-000726,OBL-00236,FAC-0063,Interest Payment,9221716.06,USD,2020-05-05,2020-05-08,Completed,REF-25821079,Fee Payment processed under FAC-0063,R. Williams,L. Johnson
TXN-000727,OBL-00428,FAC-0083,Repayment,2198954.58,USD,2023-11-07,2023-11-10,Completed,REF-73582971,Syndication processed under FAC-0083,J. Thompson,S. Patel
TXN-000728,OBL-00192,FAC-0044,Syndication,276423272.33,USD,2020-03-12,2020-03-13,Completed,REF-21385328,Interest Payment processed under FAC-0044,M. Chen,A. Rodriguez
TXN-000729,OBL-00079,FAC-0073,Interest Payment,118246098.16,USD,2022-04-30,2022-04-30,Completed,REF-79828365,Participation processed under FAC-0073,C. Davis,P. Wilson
TXN-000730,OBL-00461,FAC-0091,Interest Payment,384303513.47,USD,2023-04-14,2023-04-16,Failed,REF-81517618,Rollover processed under FAC-0091,M. Chen,D. Lee
TXN-000731,OBL-00218,FAC-0006,Amendment,42227816.67,USD,2020-12-18,2020-12-21,Failed,REF-38742337,Drawdown processed under FAC-0006,M. Chen,K. Brown
TXN-000732,OBL-00152,FAC-0035,Rollover,16279712.64,USD,2022-02-08,2022-02-11,Completed,REF-27015981,Drawdown processed under FAC-0035,M. Chen,C. Davis
TXN-000733,OBL-00487,FAC-0063,Rollover,67043556.09,USD,2020-08-19,2020-08-22,Cancelled,REF-28148672,Drawdown processed under FAC-0063,C. Davis,S. Patel
TXN-000734,OBL-00276,FAC-0078,Drawdown,9465261.43,USD,2021-04-19,2021-04-20,Failed,REF-91456926,Participation processed under FAC-0078,A. Rodriguez,M. Chen
TXN-000735,OBL-00276,FAC-0078,Participation,13343139.58,USD,2023-02-05,2023-02-05,Completed,REF-44850736,Amendment processed under FAC-0078,R. Williams,C. Davis
TXN-000736,OBL-00070,FAC-0072,Fee Payment,289304620.37,USD,2020-12-31,2020-12-31,Completed,REF-39596058,Repayment processed under FAC-0072,C. Davis,S. Patel
TXN-000737,OBL-00320,FAC-0065,Participation,174309123.85,USD,2022-06-24,2022-06-24,Completed,REF-53196957,Assignment processed under FAC-0065,S. Patel,L. Johnson
TXN-000738,OBL-00434,FAC-0019,Drawdown,19949665.06,USD,2021-11-22,2021-11-22,Completed,REF-99238969,Drawdown processed under FAC-0019,J. Thompson,A. Rodriguez
TXN-000739,OBL-00166,FAC-0088,Fee Payment,63942911.93,USD,2020-12-03,2020-12-03,Pending,REF-23188314,Assignment processed under FAC-0088,C. Davis,R. Williams
TXN-000740,OBL-00030,FAC-0096,Waiver,466729697.59,USD,2024-05-31,2024-05-31,Completed,REF-60874566,Repayment processed under FAC-0096,C. Davis,L. Johnson
TXN-000741,OBL-00386,FAC-0061,Participation,10787485.5,USD,2021-08-21,2021-08-23,Completed,REF-90577383,Rollover processed under FAC-0061,C. Davis,D. Lee
TXN-000742,OBL-00148,FAC-0015,Amendment,67475760.26,USD,2022-10-02,2022-10-02,Failed,REF-93437116,Drawdown processed under FAC-0015,R. Williams,K. Brown
TXN-000743,OBL-00241,FAC-0019,Drawdown,166710109.54,USD,2020-03-23,2020-03-26,Failed,REF-16556958,Drawdown processed under FAC-0019,L. Johnson,M. Chen
TXN-000744,OBL-00194,FAC-0072,Participation,65037148.64,USD,2021-12-08,2021-12-10,Completed,REF-81140123,Interest Payment processed under FAC-0072,K. Brown,K. Brown
TXN-000745,OBL-00289,FAC-0041,Amendment,314705397.06,USD,2020-09-08,2020-09-09,Failed,REF-40580804,Waiver processed under FAC-0041,R. Williams,J. Thompson
TXN-000746,OBL-00188,FAC-0038,Syndication,424445051.45,USD,2021-09-27,2021-09-28,Cancelled,REF-15620119,Participation processed under FAC-0038,J. Thompson,D. Lee
TXN-000747,OBL-00028,FAC-0044,Rollover,44846212.86,USD,2022-04-12,2022-04-13,Failed,REF-84928707,Assignment processed under FAC-0044,P. Wilson,R. Williams
TXN-000748,OBL-00403,FAC-0088,Drawdown,57978125.69,USD,2020-02-04,2020-02-05,Completed,REF-16306434,Repayment processed under FAC-0088,K. Brown,L. Johnson
TXN-000749,OBL-00428,FAC-0083,Participation,12669162.62,USD,2022-12-18,2022-12-18,Cancelled,REF-10667294,Amendment processed under FAC-0083,L. Johnson,S. Patel
TXN-000750,OBL-00281,FAC-0092,Fee Payment,421010134.06,USD,2022-08-28,2022-08-31,Failed,REF-36018939,Syndication processed under FAC-0092,M. Chen,C. Davis
TXN-000751,OBL-00332,FAC-0076,Interest Payment,9016672.03,USD,2020-05-11,2020-05-14,Cancelled,REF-18795362,Interest Payment processed under FAC-0076,K. Brown,P. Wilson
TXN-000752,OBL-00348,FAC-0021,Amendment,86315548.81,USD,2021-08-27,2021-08-28,Pending,REF-49941414,Interest Payment processed under FAC-0021,J. Thompson,M. Chen
TXN-000753,OBL-00451,FAC-0078,Participation,47625672.66,USD,2022-05-09,2022-05-10,Pending,REF-38705725,Repayment processed under FAC-0078,L. Johnson,L. Johnson
TXN-000754,OBL-00043,FAC-0084,Amendment,136414314.63,USD,2022-08-04,2022-08-04,Cancelled,REF-62328922,Interest Payment processed under FAC-0084,R. Williams,R. Williams
TXN-000755,OBL-00388,FAC-0009,Fee Payment,3568330.56,USD,2021-08-18,2021-08-18,Cancelled,REF-59532732,Waiver processed under FAC-0009,C. Davis,S. Patel
TXN-000756,OBL-00151,FAC-0048,Assignment,32518861.17,USD,2021-01-27,2021-01-27,Pending,REF-51302750,Syndication processed under FAC-0048,L. Johnson,L. Johnson
TXN-000757,OBL-00263,FAC-0077,Repayment,140337926.41,USD,2023-03-25,2023-03-25,Completed,REF-42405983,Participation processed under FAC-0077,C. Davis,C. Davis
TXN-000758,OBL-00092,FAC-0044,Interest Payment,82591476.84,USD,2021-07-18,2021-07-20,Pending,REF-91885596,Drawdown processed under FAC-0044,R. Williams,J. Thompson
TXN-000759,OBL-00149,FAC-0030,Amendment,121764002.25,USD,2023-11-07,2023-11-07,Completed,REF-37466298,Fee Payment processed under FAC-0030,M. Chen,R. Williams
TXN-000760,OBL-00100,FAC-0037,Repayment,100359377.44,USD,2022-12-13,2022-12-15,Pending,REF-39780071,Interest Payment processed under FAC-0037,A. Rodriguez,A. Rodriguez
TXN-000761,OBL-00049,FAC-0098,Repayment,26995946.38,USD,2023-12-27,2023-12-30,Failed,REF-16486787,Rollover processed under FAC-0098,M. Chen,M. Chen
TXN-000762,OBL-00304,FAC-0056,Interest Payment,70771788.41,USD,2020-07-06,2020-07-07,Pending,REF-96440006,Waiver processed under FAC-0056,M. Chen,J. Thompson
TXN-000763,OBL-00452,FAC-0016,Repayment,39580039.38,USD,2022-04-12,2022-04-12,Failed,REF-77764711,Assignment processed under FAC-0016,R. Williams,K. Brown
TXN-000764,OBL-00049,FAC-0098,Participation,39955377.86,USD,2022-08-03,2022-08-06,Completed,REF-11432363,Interest Payment processed under FAC-0098,M. Chen,J. Thompson
TXN-000765,OBL-00416,FAC-0046,Syndication,93524778.4,USD,2020-03-01,2020-03-01,Completed,REF-83784912,Interest Payment processed under FAC-0046,P. Wilson,C. Davis
TXN-000766,OBL-00474,FAC-0048,Waiver,196993620.66,USD,2020-01-27,2020-01-28,Pending,REF-95474336,Assignment processed under FAC-0048,L. Johnson,L. Johnson
TXN-000767,OBL-00422,FAC-0065,Syndication,109742314.28,USD,2023-05-05,2023-05-05,Completed,REF-93357007,Fee Payment processed under FAC-0065,K. Brown,R. Williams
TXN-000768,OBL-00313,FAC-0025,Drawdown,1260708.01,USD,2024-06-10,2024-06-12,Completed,REF-51772295,Rollover processed under FAC-0025,A. Rodriguez,A. Rodriguez
TXN-000769,OBL-00446,FAC-0066,Amendment,2090115.26,USD,2022-12-13,2022-12-15,Completed,REF-41051205,Syndication processed under FAC-0066,C. Davis,D. Lee
TXN-000770,OBL-00176,FAC-0038,Syndication,345412804.01,USD,2020-02-24,2020-02-25,Completed,REF-32897636,Interest Payment processed under FAC-0038,M. Chen,P. Wilson
TXN-000771,OBL-00309,FAC-0051,Assignment,31404667.94,USD,2022-11-01,2022-11-02,Completed,REF-54988610,Waiver processed under FAC-0051,K. Brown,A. Rodriguez
TXN-000772,OBL-00048,FAC-0040,Amendment,119888212.54,USD,2021-06-06,2021-06-06,Completed,REF-79750301,Participation processed under FAC-0040,K. Brown,J. Thompson
TXN-000773,OBL-00425,FAC-0012,Waiver,64663472.71,USD,2022-01-21,2022-01-21,Completed,REF-76085524,Syndication processed under FAC-0012,K. Brown,K. Brown
TXN-000774,OBL-00495,FAC-0028,Repayment,224932804.15,USD,2024-06-07,2024-06-07,Completed,REF-27285424,Syndication processed under FAC-0028,J. Thompson,J. Thompson
TXN-000775,OBL-00484,FAC-0072,Fee Payment,384758689.02,USD,2021-01-30,2021-01-30,Completed,REF-62424067,Syndication processed under FAC-0072,P. Wilson,A. Rodriguez
TXN-000776,OBL-00419,FAC-0033,Assignment,188648413.43,USD,2024-04-11,2024-04-11,Completed,REF-53000435,Fee Payment processed under FAC-0033,A. Rodriguez,S. Patel
TXN-000777,OBL-00394,FAC-0042,Waiver,97119175.24,USD,2021-03-23,2021-03-25,Completed,REF-67685899,Participation processed under FAC-0042,C. Davis,S. Patel
TXN-000778,OBL-00224,FAC-0015,Assignment,6635188.22,USD,2023-03-17,2023-03-17,Pending,REF-85345921,Interest Payment processed under FAC-0015,P. Wilson,M. Chen
TXN-000779,OBL-00269,FAC-0097,Drawdown,198523724.28,USD,2021-06-24,2021-06-26,Completed,REF-42494127,Amendment processed under FAC-0097,C. Davis,J. Thompson
TXN-000780,OBL-00407,FAC-0087,Waiver,143800745.17,USD,2022-12-16,2022-12-19,Completed,REF-41866734,Assignment processed under FAC-0087,C. Davis,C. Davis
TXN-000781,OBL-00070,FAC-0072,Waiver,143372487.72,USD,2022-04-14,2022-04-14,Failed,REF-26661403,Drawdown processed under FAC-0072,A. Rodriguez,R. Williams
TXN-000782,OBL-00232,FAC-0023,Drawdown,80828778.41,USD,2023-11-16,2023-11-16,Failed,REF-59424714,Rollover processed under FAC-0023,P. Wilson,A. Rodriguez
TXN-000783,OBL-00412,FAC-0094,Drawdown,35947969.23,USD,2021-08-15,2021-08-17,Cancelled,REF-70815117,Amendment processed under FAC-0094,P. Wilson,S. Patel
TXN-000784,OBL-00207,FAC-0009,Rollover,46730660.32,USD,2024-03-28,2024-03-31,Pending,REF-98150338,Amendment processed under FAC-0009,C. Davis,P. Wilson
TXN-000785,OBL-00389,FAC-0023,Participation,14241917.03,USD,2023-05-14,2023-05-17,Completed,REF-29485870,Participation processed under FAC-0023,R. Williams,P. Wilson
TXN-000786,OBL-00197,FAC-0076,Rollover,33944588.45,USD,2023-07-28,2023-07-29,Completed,REF-49514706,Drawdown processed under FAC-0076,C. Davis,L. Johnson
TXN-000787,OBL-00292,FAC-0100,Fee Payment,269063534.73,USD,2023-06-21,2023-06-22,Completed,REF-34824185,Fee Payment processed under FAC-0100,L. Johnson,S. Patel
TXN-000788,OBL-00398,FAC-0011,Drawdown,88024515.12,USD,2022-05-30,2022-06-02,Pending,REF-93512668,Drawdown processed under FAC-0011,C. Davis,D. Lee
TXN-000789,OBL-00080,FAC-0002,Syndication,2314404.89,USD,2022-03-26,2022-03-26,Completed,REF-96159185,Assignment processed under FAC-0002,S. Patel,M. Chen
TXN-000790,OBL-00159,FAC-0020,Fee Payment,309189210.48,USD,2023-02-24,2023-02-25,Completed,REF-99945548,Rollover processed under FAC-0020,R. Williams,M. Chen
TXN-000791,OBL-00461,FAC-0091,Participation,284964650.15,USD,2022-12-01,2022-12-02,Completed,REF-48211978,Drawdown processed under FAC-0091,R. Williams,K. Brown
TXN-000792,OBL-00455,FAC-0065,Rollover,335936260.96,USD,2023-09-21,2023-09-21,Failed,REF-68270386,Waiver processed under FAC-0065,J. Thompson,C. Davis
TXN-000793,OBL-00412,FAC-0094,Waiver,25440121.43,USD,2024-05-24,2024-05-25,Failed,REF-29677965,Syndication processed under FAC-0094,L. Johnson,A. Rodriguez
TXN-000794,OBL-00402,FAC-0034,Waiver,30168251.77,USD,2023-02-01,2023-02-04,Pending,REF-94604525,Repayment processed under FAC-0034,M. Chen,J. Thompson
TXN-000795,OBL-00288,FAC-0058,Interest Payment,19584348.82,USD,2022-09-13,2022-09-16,Completed,REF-80934691,Waiver processed under FAC-0058,P. Wilson,R. Williams
TXN-000796,OBL-00473,FAC-0019,Fee Payment,86389668.17,USD,2024-03-16,2024-03-16,Completed,REF-63508647,Participation processed under FAC-0019,S. Patel,M. Chen
TXN-000797,OBL-00301,FAC-0059,Amendment,68838779.63,USD,2024-06-18,2024-06-20,Cancelled,REF-15444149,Drawdown processed under FAC-0059,S. Patel,D. Lee
TXN-000798,OBL-00386,FAC-0061,Participation,450731.98,USD,2021-04-03,2021-04-03,Pending,REF-90583309,Syndication processed under FAC-0061,K. Brown,A. Rodriguez
TXN-000799,OBL-00029,FAC-0096,Repayment,334292167.3,USD,2020-08-27,2020-08-30,Completed,REF-99699727,Fee Payment processed under FAC-0096,P. Wilson,R. Williams
TXN-000800,OBL-00422,FAC-0065,Syndication,108025542.16,USD,2020-02-22,2020-02-22,Failed,REF-17514347,Rollover processed under FAC-0065,L. Johnson,A. Rodriguez
TXN-000801,OBL-00151,FAC-0048,Waiver,41715972.55,USD,2023-07-13,2023-07-13,Completed,REF-70819005,Syndication processed under FAC-0048,S. Patel,C. Davis
TXN-000802,OBL-00101,FAC-0096,Interest Payment,158436463.44,USD,2023-04-07,2023-04-10,Completed,REF-59440584,Fee Payment processed under FAC-0096,L. Johnson,L. Johnson
TXN-000803,OBL-00009,FAC-0088,Amendment,379187502.21,USD,2022-10-11,2022-10-14,Pending,REF-31785186,Drawdown processed under FAC-0088,D. Lee,S. Patel
TXN-000804,OBL-00372,FAC-0069,Rollover,185317302.7,USD,2022-04-05,2022-04-08,Completed,REF-56244783,Drawdown processed under FAC-0069,C. Davis,A. Rodriguez
TXN-000805,OBL-00382,FAC-0033,Drawdown,152997775.3,USD,2022-10-04,2022-10-07,Completed,REF-85889571,Rollover processed under FAC-0033,A. Rodriguez,L. Johnson
TXN-000806,OBL-00012,FAC-0092,Fee Payment,32307132.37,USD,2022-03-24,2022-03-26,Completed,REF-37201429,Assignment processed under FAC-0092,M. Chen,A. Rodriguez
TXN-000807,OBL-00480,FAC-0014,Interest Payment,112856443.18,USD,2020-09-28,2020-09-30,Completed,REF-56270369,Syndication processed under FAC-0014,A. Rodriguez,D. Lee
TXN-000808,OBL-00279,FAC-0014,Interest Payment,2378094.65,USD,2020-06-11,2020-06-14,Cancelled,REF-23644112,Repayment processed under FAC-0014,P. Wilson,S. Patel
TXN-000809,OBL-00001,FAC-0092,Syndication,55977112.48,USD,2022-02-16,2022-02-16,Completed,REF-78893211,Waiver processed under FAC-0092,S. Patel,D. Lee
TXN-000810,OBL-00254,FAC-0067,Fee Payment,46081752.46,USD,2023-01-23,2023-01-25,Completed,REF-70061004,Repayment processed under FAC-0067,C. Davis,L. Johnson
TXN-000811,OBL-00158,FAC-0069,Interest Payment,87387198.35,USD,2021-06-25,2021-06-25,Failed,REF-53355368,Drawdown processed under FAC-0069,S. Patel,K. Brown
TXN-000812,OBL-00151,FAC-0048,Repayment,47318750.64,USD,2022-11-11,2022-11-11,Pending,REF-46962459,Amendment processed under FAC-0048,J. Thompson,M. Chen
TXN-000813,OBL-00232,FAC-0023,Syndication,111027416.85,USD,2021-02-23,2021-02-25,Pending,REF-81696670,Repayment processed under FAC-0023,S. Patel,D. Lee
TXN-000814,OBL-00380,FAC-0062,Interest Payment,44897495.19,USD,2024-06-07,2024-06-10,Completed,REF-20090296,Drawdown processed under FAC-0062,S. Patel,A. Rodriguez
TXN-000815,OBL-00450,FAC-0026,Fee Payment,32308133.22,USD,2022-10-03,2022-10-04,Completed,REF-79715974,Syndication processed under FAC-0026,S. Patel,P. Wilson
TXN-000816,OBL-00280,FAC-0092,Rollover,320704305.32,USD,2021-11-27,2021-11-30,Pending,REF-41388763,Syndication processed under FAC-0092,M. Chen,C. Davis
TXN-000817,OBL-00125,FAC-0073,Waiver,439814207.14,USD,2020-08-23,2020-08-24,Pending,REF-13913380,Waiver processed under FAC-0073,M. Chen,P. Wilson
TXN-000818,OBL-00385,FAC-0052,Rollover,13266405.05,USD,2022-07-09,2022-07-09,Failed,REF-95449737,Syndication processed under FAC-0052,K. Brown,A. Rodriguez
TXN-000819,OBL-00233,FAC-0013,Assignment,122920935.09,USD,2022-09-06,2022-09-06,Completed,REF-64369546,Participation processed under FAC-0013,S. Patel,J. Thompson
TXN-000820,OBL-00187,FAC-0008,Interest Payment,59496396.09,USD,2024-04-14,2024-04-14,Completed,REF-98437475,Interest Payment processed under FAC-0008,S. Patel,M. Chen
TXN-000821,OBL-00323,FAC-0039,Repayment,38273981.67,USD,2021-12-16,2021-12-18,Pending,REF-98523993,Waiver processed under FAC-0039,J. Thompson,R. Williams
TXN-000822,OBL-00277,FAC-0026,Syndication,109645418.38,USD,2022-07-05,2022-07-05,Failed,REF-30178362,Repayment processed under FAC-0026,C. Davis,S. Patel
TXN-000823,OBL-00038,FAC-0031,Syndication,192876123.03,USD,2023-03-14,2023-03-15,Pending,REF-89748303,Drawdown processed under FAC-0031,C. Davis,P. Wilson
TXN-000824,OBL-00274,FAC-0095,Rollover,92063167.91,USD,2024-05-01,2024-05-03,Failed,REF-82726901,Amendment processed under FAC-0095,C. Davis,J. Thompson
TXN-000825,OBL-00488,FAC-0035,Drawdown,350090298.98,USD,2020-11-20,2020-11-21,Completed,REF-14551461,Rollover processed under FAC-0035,M. Chen,C. Davis
TXN-000826,OBL-00222,FAC-0059,Amendment,32631195.79,USD,2024-01-12,2024-01-14,Cancelled,REF-27446717,Amendment processed under FAC-0059,P. Wilson,R. Williams
TXN-000827,OBL-00434,FAC-0019,Amendment,389858174.06,USD,2024-02-15,2024-02-15,Completed,REF-70648113,Participation processed under FAC-0019,C. Davis,D. Lee
TXN-000828,OBL-00493,FAC-0089,Assignment,4382342.94,USD,2024-03-18,2024-03-18,Completed,REF-57907389,Interest Payment processed under FAC-0089,M. Chen,C. Davis
TXN-000829,OBL-00206,FAC-0042,Participation,31965958.95,USD,2022-07-05,2022-07-08,Cancelled,REF-35066642,Drawdown processed under FAC-0042,P. Wilson,D. Lee
TXN-000830,OBL-00141,FAC-0095,Repayment,245164760.5,USD,2022-02-18,2022-02-18,Cancelled,REF-94264437,Assignment processed under FAC-0095,D. Lee,P. Wilson
TXN-000831,OBL-00273,FAC-0014,Rollover,15272274.63,USD,2022-10-05,2022-10-08,Failed,REF-68581283,Participation processed under FAC-0014,D. Lee,S. Patel
TXN-000832,OBL-00429,FAC-0085,Fee Payment,311097987.3,USD,2020-09-22,2020-09-24,Pending,REF-15124422,Participation processed under FAC-0085,R. Williams,C. Davis
TXN-000833,OBL-00001,FAC-0092,Fee Payment,174489561.19,USD,2022-03-27,2022-03-28,Completed,REF-16962144,Amendment processed under FAC-0092,J. Thompson,R. Williams
TXN-000834,OBL-00387,FAC-0076,Waiver,299910451.52,USD,2022-03-10,2022-03-13,Cancelled,REF-71288572,Rollover processed under FAC-0076,J. Thompson,J. Thompson
TXN-000835,OBL-00345,FAC-0036,Participation,200976005.26,USD,2020-09-12,2020-09-13,Completed,REF-55987219,Waiver processed under FAC-0036,L. Johnson,L. Johnson
TXN-000836,OBL-00094,FAC-0070,Syndication,20711023.81,USD,2022-12-08,2022-12-11,Completed,REF-28838016,Waiver processed under FAC-0070,P. Wilson,L. Johnson
TXN-000837,OBL-00096,FAC-0008,Interest Payment,298128702.28,USD,2023-07-31,2023-08-01,Cancelled,REF-81498200,Rollover processed under FAC-0008,L. Johnson,K. Brown
TXN-000838,OBL-00426,FAC-0099,Rollover,158174477.24,USD,2021-03-31,2021-04-01,Completed,REF-55659001,Syndication processed under FAC-0099,S. Patel,L. Johnson
TXN-000839,OBL-00041,FAC-0058,Waiver,26154567.15,USD,2023-11-02,2023-11-04,Cancelled,REF-74867809,Interest Payment processed under FAC-0058,R. Williams,K. Brown
TXN-000840,OBL-00086,FAC-0016,Rollover,7649681.27,USD,2023-03-24,2023-03-25,Completed,REF-39832632,Waiver processed under FAC-0016,C. Davis,P. Wilson
TXN-000841,OBL-00401,FAC-0017,Participation,17427254.72,USD,2023-11-06,2023-11-08,Completed,REF-85153004,Syndication processed under FAC-0017,R. Williams,R. Williams
